word_type,word_devanagari,root_devanagari,verb_class,voice,standard_form,meaning_pt,meaning_es,meaning_en,past_imperfect,potential,imperative,past_participle,gerund,infinitive,ppp,itrans,iast,harvard_kyoto,is_published,order_index
"verb","√वस् (pas)","√वस् (pas)","1","parasmaipada","उष्यते","Para ser habitado","[Ser] habitado","To be inhabited","औष्यत","उष्येत","उष्यताम्","उवास्ये","वासित्वा","वसितुम्","उक्त","uShyate","uṣyate","uSyate","true","109"
"verb","√वस्","√वस्","1","parasmaipada","वसति","Para habitar","Habitar","To inhabit","अवसत्","वसेत्","वसतु","उवास","उष्ट्वा / उषित्वा","वस्तुम् / वसितुम्","उषित / उष्ट","vasati","vasati","vasati","true","110"
"verb","√वह् (pas)","√वह् (pas)","1","ubhayapada","उह्यते","Para ser carregado, carregado","[Ser] llevado, llevado","To be carried, carried","औह्यत","उह्येत","उह्यताम्","उवाह्ये","वहित्वा","वहितुम्","ऊढ","uhyate","uhyate","uhyate","true","111"
"verb","√वह्","√वह्","1","ubhayapada","वहति","Para tomar, fluir","Tomar, fluir","To take, to flow","अवहत्","वहेत्","वहतु","उवह","वहित्वा","वक्तुम्","वहित","vahati","vahati","vahati","true","112"
"verb","√विद्","√विद्","6","ubhayapada","विन्दति","Para encontrar, descobrir, adquirir, ganhar, obter","Encontrar, descubrir, adquirir, ganar, obtener","To find, to discover, to acquire, to gain, to obtain","अविन्दत्","विन्देत्","विन्दतु","विवेद","वित्त्वा","वेत्तुम्","विन्न / वित्त","vindati","vindati","vindati","true","113"
"verb","√विश्","√विश्","6","parasmaipada","विशति","Para entrar","Entrar","To enter","अविशत्","विशेत्","विशतु","विवेश","विशित्वा","विशितुम्","ृष्ट","vishati","viśati","vizati","true","114"
"verb","√वृत्","√वृत्","1","atmanepada","वर्तते","Para existir","Existir","To exist","अवर्तत","वर्तेत","वर्तताम्","ववृते","वर्तित्वा","वर्तितुम्","वृत","vartate","vartate","vartate","true","115"
"verb","√वृध्","√वृध्","1","atmanepada","वर्धते","Para aumentar","Incrementar","To increase","अवर्धत","वर्धेत","वर्धताम्","ववृधे","वर्धित्वा","वर्धितुम्","वृद्ध","vardhate","vardhate","vardhate","true","116"
"verb","√वेप्","√वेप्","1","atmanepada","वेपते","Para tremer","Temblar","To tremble","अवेपत","वेपेत","वेपताम्","विवेपे","वेपित्वा","वेपितुम्","वेप्त","vepate","vepate","vepate","true","117"
"verb","√व्यध्","√व्यध्","4","parasmaipada","विध्यति","Para passar através","Atravesar","To pass through","अविध्यत्","विध्येत","विध्यतु","विव्याध","विध्यित्वा","विध्यितुम्","विद्ध","vidhyati","vidhyati","vidhyati","true","118"
"verb","√व्रज्","√व्रज्","1","ubhayapada","व्रजति","Para ir","Ir","To go","अव्रजत्","व्रजेत्","व्रजतु","विव्राज","व्रजित्वा","व्रजितुम्","वृत्त","vrajati","vrajati","vrajati","true","119"
"verb","√शम्","√शम्","4","parasmaipada","शाम्यति","Ficar em silêncio, ficar quieto","Callar, callar, detenerse","To be silent, to be quiet, to stop","अशाम्यत्","शाम्येत","शाम्यतु","शशाम","शाम्यित्वा","शाम्यितुम्","शा","shAmyati","śāmyati","zAmyati","true","120"
"verb","√शंस्","√शंस्","1","atmanepada","शंसति","Para louvar","Alabar","To praise","अशंसत","शंसेत","शंसतु","शशंस","शंस्य","शंसितुम्","शस्त","shaMsati","śaṃsati","zaMsati","true","121"
"verb","√शास्","√शास्","2","parasmaipada","शिष्यते","Para ordenar, para comandar","Ordenar, ordenar","To order, to command","अशिक्षत","शिक्षेत","शिक्षताम्","शशास","शिक्ष्य","शिक्षितुम्","शिक्षित","shiShyate","śiṣyate","ziSyate","true","122"
"verb","√शिक्ष्","√शिक्ष्","1","atmanepada","शिक्षते","Para aprender","Aprender","To learn","अशिक्षत","शिक्षेत","शिक्षताम्","शशिक्ष","शिक्ष्य","शिक्षितुम्","शिक्षित","shikShate","śikṣate","zikSate","true","123"
"verb","√शी","√शी","2","atmanepada","शय्यते","Para deitar","Acostarse","To lie down","अशय्यत","शय्येत","शय्यताम्","शशे","शयित्वा","शयितुम्","शयित","shayyate","śayyate","zayyate","true","124"
"verb","√शुच्","√शुच्","1","parasmaipada","शोचति","Para ficar triste, para sofrer","Entristecerse, sufrir","To be sad, to suffer","अशोचत","शोचेत","शोचतु","शुशोच","शोच्य","शोचितुम्","शुक्त","shochati","śocati","zocati","true","125"
"verb","√श्रम्","√श्रम्","4","parasmaipada","श्राम्यति","Para estar cansado ou fatigado","Estar cansado o fatigado","To be tired or fatigued","अश्राम्यत्","श्राम्येत्","श्राम्यतु","शश्राम","श्रान्त्वा / श्रमित्वा","श्रमितुम्","श्रान्त","shrAmyati","śrāmyati","zrAmyati","true","126"
"verb","√सद्","√सद्","1","parasmaipada","सीदति","Para sentar","Sentarse","To sit down","असीदत्","सीदेत्","सीदतु","ससाद","सत्त्वा","सीदितुम् / सत्तुम्","सन्न","sIdati","sīdati","sIdati","true","127"
"verb","√सह्","√सह्","1","atmanepada","सहते","Para suportar","Soportar","To bear","असहत","सहेत","सहताम्","ससह","सहित्वा","सहितुम्","सहित","sahate","sahate","sahate","true","128"
"verb","√सान्त्व्","√सान्त्व्","10","ubhayapada","सान्त्वयति","Para consolar","Consolar","To console","असान्त्वयत","सान्त्वयेत","सान्त्वयतु","ससान्त्व्य","सान्त्वयित्वा","सान्त्वयितुम्","सान्त्वित","sAntvayati","sāntvayati","sAntvayati","true","129"
"verb","√सिच्","√सिच्","6","ubhayapada","सिञ्चति","Para borrifar","Rociar","To sprinkle","असिञ्चत","सिञ्चेत","सिञ्चतु","सिसिच्य","सिचित्वा","सिचितुम्","सिक्त","si~nchati","siñcati","siJcati","true","130"
"verb","√सिध्","√सिध्","4","parasmaipada","सिध्यति","Para ter sucesso, para ir, para mover","Triunfar, tener éxito","To succeed","असिध्यत","सिध्येत","सिध्यतु","ससिध्य","सिद्ध्वा","सिध्यितुम्","सिद्ध","sidhyati","sidhyati","sidhyati","true","131"
"verb","√सृ","√सृ","1","parasmaipada","सरति","Ir, mover","Ir, mover","To go, to move","असरत्","सरेत्","सरतु","ससार","सृत्वा","सर्तुम्","सृत","sarati","sarati","sarati","true","132"
"verb","√सृज्","√सृज्","6","parasmaipada","सृजति","Para criar, para produzir","Crear, producir","To create, to produce","असृजत","सृजेत","सृजतु","ससर्ज","सृजित्वा","सृजितुम्","सृष्ट","sRRijati","sṛjati","sRjati","true","133"
"verb","√सेव्","√सेव्","1","atmanepada","सेवते","Para servir","Servir","To serve","असेवत","सेव्येत","सेवताम्","ससेव","सेव्य","सेवितुम्","सेवित","sevate","sevate","sevate","true","134"
"verb","√स्था","√स्था","1","parasmaipada","तिष्ठति","Para ficar de pé; Ficar","Parar[se]; Quedar","To stand; Stay","अतिष्ठत्","तिष्ठेत्","तिष्ठतु","ततिष्ठ","स्थित्वा","स्थातुम्","स्थित","tiShThati","tiṣṭhati","tiSThati","true","135"
"verb","√स्निह्","√स्निह्","10","ubhayapada","स्निह्यति","Sentir afeição (+7°C)","Sentir afecto (+7°c)","Feel affection (+7°C)","अस्निह्यत","स्निह्येत","स्निह्यतु","सस्निह्य","स्निह्यित्वा","स्निह्यितुम्","स्निहित","snihyati","snihyati","snihyati","true","136"
"verb","√स्पृश्","√स्पृश्","6","parasmaipada","स्पृशति","Tocar","Tocar","Touch","अस्पृशत","स्पृशेत","स्पृशतु","सस्पर्श","स्पृष्ट्वा","स्पृष्टुम्","स्पृष्ट","spRRishati","spṛśati","spRzati","true","137"
"verb","√स्पृह्","√स्पृह्","10","ubhayapada","स्पृहयति","Querer (+4°C)","Querer (+4°c)","Want (+4°C)","अस्पृहयत","स्पृहयेत","स्पृहयतु","सस्पृह्य","स्पृहयित्वा","स्पृहयितुम्","स्पृहित","spRRihayati","spṛhayati","spRhayati","true","138"
"verb","√स्मृ","√स्मृ","1","parasmaipada","स्मरति","Lembrar","Recordar","Remember","अस्मरत्","स्मरेत्","स्मरतु","सस्मार","स्मृत्वा","स्मर्तुम्","स्मृत","smarati","smarati","smarati","true","139"
"verb","√स्वप्","√स्वप्","2","parasmaipada","सुप्यते","Dormir","Dormir","Sleep","असुप्यत","सुप्येत","सुप्यताम्","ससुप","स्वप्त्वा","स्वप्तुम्","सुप्त","supyate","supyate","supyate","true","140"
"verb","√हस्","√हस्","1","parasmaipada","हसति","Rir, sorrir","Reir, sonreir","Laugh, smile","अहसत्","हसेत्","हसतु","जहास","हसित्वा","हसितुम्","हसित","hasati","hasati","hasati","true","141"
"verb","√हृ","√हृ","1","ubhayapada","हरति","Carregar","Llevar","Carry","अहरत्","हरेत्","हरतु","जहार","हृत्वा","हर्तुम्","हृत","harati","harati","harati","true","142"
"verb","√ह्वे","√ह्वे","1","ubhayapada","ह्वयति, हूयते,","Chamar","Llamar","Call","अह्वयत / अहूयत","ह्वयेते / हूयेत","ह्वयतु / हूयताम्","जुह्वे / जुहूवे","ह्वयित्वा","ह्वयितुम्","हूत","hvayati, hUyate,","hvayati, hūyate,","hvayati, hUyate,","true","143"
"verb","अति-√क्रम्","अति-√क्रम्","1","parasmaipada","अतिक्राम्यति","Cruzar","Cruzar","Cross","अतिक्राम्यत्","अतिक्राम्येत्","अतिक्राम्यतु","अतिक्रान्त","अतिक्रम्य","अतिक्रान्तुम्","अतिक्रान्त","atikrAmyati","atikrāmyati","atikrAmyati","true","144"
"verb","अधि-√क्षिप्","अधि-√क्षिप्","6","parasmaipada","अधिक्षिपति","Abusar","Abusar","Abuse","अधिक्षिपत्","अधिक्षिपेत्","अधिक्षिपतु","अधिक्षिप्य","अधिक्षिप्य","अधिक्षिपितुम्","अधिक्षिप्त","adhikShipati","adhikṣipati","adhikSipati","true","145"
"verb","अधि-√गम्","अधि-√गम्","1","parasmaipada","अधिगच्छति","Obter, alcançar","Obtener, Alcanzar","Obtain, reach","अधिगच्छत्","अधिगच्छेत्","अधिगच्छतु","अधजगाम","अधिगम्य","अधिगन्तुम्","अधिगत","adhigachChati","adhigacchati","adhigacchati","true","146"
"verb","अधि-√स्था","अधि-√स्था","1","parasmaipada","अधितिष्ठति","Morar em (+2°C)","Vivir en (+2°c)","Live in (+2°C)","अधतिष्ठत्","अधतिष्ठेत्","अधतिष्ठतु","अधतस्थौ","अधिष्ठाय","अधिष्ठातुम्","अधिष्ठित","adhitiShThati","adhitiṣṭhati","adhitiSThati","true","147"
"verb","अनु-√सृ","अनु-√सृ","1","parasmaipada","अनुसरति","Seguir","Seguir","Follow","अनुसरत्","अनुसरेत्","अनुसरतु","अनुससार","अनुसृत्य","अनुसर्तुम्","अनुसृत","anusarati","anusarati","anusarati","true","148"
"verb","अप-√चर्","अप-√चर्","1","parasmaipada","अपचरति","Deixar","Partir","Leave","अपचरत्","अपचरेत्","अपचरतु","अपचकार","अपचृत्य","अपचर्तुम्","अपचृत","apacharati","apacarati","apacarati","true","149"
"verb","अभि-√धाव्","अभि-√धाव्","1","ubhayapada","अभिधावति","Atacar","Atacar","Attack","अभिधावत्","अभिधावेत्","अभिधावतु","अभिधधाव","अभिधाव्य","अभिधावतुम्","अभिधावित","abhidhAvati","abhidhāvati","abhidhAvati","true","150"
"verb","अभि-नि-√विश्","अभि-नि-√विश्","6","parasmaipada","अभिनिविशते","Recorrer a (+2°C)","Recurrir a (+2°c)","Resort to (+2°C)","अभिनिविशत","अभिनिविशेत","अभिनिविशताम्","अभिनिविष्ट","अभिनिविश्य","अभिनिविशितुम्","अभिनिविष्ट","abhinivishate","abhiniviśate","abhinivizate","true","151"
"verb","अव-√गम्","अव-√गम्","1","parasmaipada","अवगच्छति","Saber","Conocer","Know","अवगच्छत्","अवगच्छेत्","अवगच्छतु","अवजगाम","अवगम्य","अवगन्तुम्","अवगत","avagachChati","avagacchati","avagacchati","true","152"
"verb","अव-√लोक्","अव-√लोक्","1","atmanepada","अवलोकयति","Olhar","Mirar","Look","अवलोकयत्","अवलोकयेत्","अवलोकयतु","अवलोक्य","अवलोक्य","अवलोकितुम्","अवलोकित","avalokayati","avalokayati","avalokayati","true","153"
"verb","अव-√वह्","अव-√वह्","1","ubhayapada","अवदहति","Queimar","Quemar","Burn","अववहत्","अववहेत्","अववहतु","अववाह","अवहृत्य","अवहर्तुम्","अवहित","avadahati","avadahati","avadahati","true","154"
"verb","आ-√गम्","आ-√गम्","1","parasmaipada","आगच्छति","Vir","Venir","Come","आगच्छत्","आगच्छेत्","आगच्छतु","आगात्","आगम्य","आगन्तुम्","आगत","AgachChati","āgacchati","Agacchati","true","155"
"verb","आ-√चर्","आ-√चर्","1","parasmaipada","आचरति","Praticar","Practicar","Practice","आचरत्","आचरेत्","आचरतु","आचचार","आचृत्वा","आचरतुम्","आचरित","Acharati","ācarati","Acarati","true","156"
"verb","आ-√दिश्","आ-√दिश्","6","ubhayapada","आदिशति","Ordenar, comandar","Ordenar, mandar","Order, command","आदिशत्","आदिशेत्","आदिशतु","आदिशत्","आदिश्य","आदिशतुम्","आदिष्ट","Adishati","ādiśati","Adizati","true","157"
"verb","आ-√दृ","आ-√दृ","6","atmanepada","आद्रियते","Respeitar","Respetar","Respect","आद्रियत","आद्रियेत","आद्रियताम्","आदृत","आद्रिय","आद्रियितुम्","आदृत","Adriyate","ādriyate","Adriyate","true","158"
"verb","आ-√नी","आ-√नी","1","ubhayapada","आनयति","Trazer","Traer","Bring","आनयत्","आनयेत्","आनयतु","आनिनाय","आनयित्वा","आनयितुम्","आनित","Anayati","ānayati","Anayati","true","159"
"verb","आ-√प्रच्छ्","आ-√प्रच्छ्","6","atmanepada","आपृच्छते","Dizer adeus, dispensar","Decir adiós, despedir","Say goodbye, dismiss","आपृच्छत","आपृच्छेत","आपृच्छताम्","आपप्रच्छ","आपृच्छ्य","आपृच्छितुम्","आपृष्ट","ApRRichChate","āpṛcchate","ApRcchate","true","160"
"verb","आ-√रभ्","आ-√रभ्","1","atmanepada","आरभते","Começar, começar","Iniciar, Comenzar","Start, begin","आरभत","आरभेत","आरभताम्","आररेभे","आरभ्य","आरभितुम्","आरब्ध","Arabhate","ārabhate","Arabhate","true","161"
"verb","आ-√रुह्","आ-√रुह्","1","parasmaipada","आरोहति","Montar; Subir","Montar; Subir","Assemble; Rise","आरुह्यत्","आरुहेत्","आरोहतु","आरुरोह","आरुह्य","आरोहितुम्","आरूढ","Arohati","ārohati","Arohati","true","162"
"verb","उद्-√भू","उद्-√भू","1","parasmaipada","उद्भवति","Reunir; Levantar-se","Levantarse","Arise","उदभवत्","उद्भवेत्","उद्भवतु","उदभूव","उद्भूत्वा","उद्भवितुम्","उद्भूत","udbhavati","udbhavati","udbhavati","true","163"
"verb","उद्-√स्था","उद्-√स्था","1","parasmaipada","उत्तिष्ठति","Levantar-se, ascender","Levantarse, ascender","Rise, ascend","उदतिष्ठत्","उत्तिष्ठेत्","उत्तिष्ठतु","उदतस्थौ","उत्तिष्ठ्य","उत्तिष्ठितुम्","उत्पन्न","uttiShThati","uttiṣṭhati","uttiSThati","true","164"
"verb","उप-√गम्","उप-√गम्","1","parasmaipada","उपगच्छति","Aproximar-se","Acercarse","Approach","उपगच्छत्","उपगच्छेत्","उपगच्छतु","उपजगाम","उपगत्य","उपगन्तुम्","उपगत","upagachChati","upagacchati","upagacchati","true","165"
"verb","उप-√विश्","उप-√विश्","1","parasmaipada","उपविशति","Sentar-se","Sentarse","Sit","उपविशत्","उपविषेत्","उपविषतु","उपविवेश","उपविश्य","उपवेष्टुम्","उपविष्ट","upavishati","upaviśati","upavizati","true","166"
"verb","नि-√क्षिप्","नि-√क्षिप्","6","parasmaipada","निक्षपति","Derrubar","Derribar","Knock down","निक्षिपत्","निक्षिपेत्","निक्षिपतु","निक्षेप","निक्षिप्य","निक्षेप्तुम्","निक्षिप्त","nikShapati","nikṣapati","nikSapati","true","167"
"verb","नि-√वृत्","नि-√वृत्","1","atmanepada","निवर्तते","Desistir de","Desistir de","Desist from","अनिवर्तत","निवर्तेत","निवर्तताम्","निववृते","निवृत्त्वा","निवर्तितुम्","निवृत्त","nivartate","nivartate","nivartate","true","168"
"verb","निस्-√वह्","निस्-√वह्","1","ubhayapada","निर्वहति","Agir","Actuar","Acting","अनिर्वहत्","निर्वहेत्","निर्वहतु","निर्ववाह","निर्वह्य","निर्वहितुम्","निर्वाहित","nirvahati","nirvahati","nirvahati","true","169"
"verb","परा-√जि","परा-√जि","1","atmanepada","पराजयते","Derrotar, conquistar","Derrotar, Conquistar","Defeat, conquer","अपराजयत","पराजयेत","पराजयताम्","पराजिषे","पराजित्वा","पराजितुम्","पराजित","parAjayate","parājayate","parAjayate","true","170"
"verb","परि-√नी","परि-√नी","1","ubhayapada","परिणयति","Casar-se","Casarse","Marry","अपरिणयत्","परिणयेत्","परिणयतु","परिणिनय","परिणयित्वा","परिणयितुम्","परिणीत","pariNayati","pariṇayati","pariNayati","true","171"
"verb","परि-√पत्","परि-√पत्","1","parasmaipada","परिपतति","Voar sobre","Volar sobre","Fly over","अपरिपतत्","परिपतेत्","परिपततु","परिपपात","परिपत्य","परिपतितुम्","परिपतित","paripatati","paripatati","paripatati","true","172"
"verb","प्र-√काश्","प्र-√काश्","1","atmanepada","प्रकाशते","Brilhar","Brillar","Shine","अप्रकाशत","प्रकाशेत","प्रकाशताम्","प्रचकाशे","प्रकाश्य","प्रकाशितुम्","प्रकाशित","prakAshate","prakāśate","prakAzate","true","173"
"verb","प्र-√दा","प्र-√दा","1","parasmaipada","प्रयच्छति","Conceder","Conceder","Grant","अप्रयच्छत्","प्रयच्छेत्","प्रयच्छतु","प्रददौ","प्रदाय","प्रदातुम्","प्रदत्त","prayachChati","prayacchati","prayacchati","true","174"
"verb","प्र-√बुध्","प्र-√बुध्","1","ubhayapada","प्रबोधति","Acordar","Despertar","Awaken","अप्रबोधत्","प्रबोध्येत्","प्रबोध्यताम्","प्रबबुधे","प्रबुद्ध्वा","प्रबोधितुम्","प्रबुद्ध","prabodhati","prabodhati","prabodhati","true","175"
"verb","प्र-√भू","प्र-√भू","1","parasmaipada","प्रभवति","Levantar-se","Surgir","Arise","अप्रभवत्","प्रभवेत्","प्रभवतु","प्रभभूव","प्रभूत्वा","प्रभवितुम्","प्रभूत","prabhavati","prabhavati","prabhavati","true","176"
"verb","प्र-√वृत्","प्र-√वृत्","1","atmanepada","प्रवर्तते","Prosseguir","Proceder","Proceed","अप्रवर्तत","प्रवर्तेत","प्रवर्तताम्","प्रववृते","प्रवृत्त्वा","प्रवर्तितुम्","प्रवृत्त","pravartate","pravartate","pravartate","true","177"
"verb","प्र-विश्","प्र-विश्","6","parasmaipada","प्रविशति","Entrar","Entrar","Enter","अप्रविशत्","प्रविषेत्","प्रविषतु","प्राविवेश","प्रविश्य","प्रवेष्टुम्","प्रविष्ट","pravishati","praviśati","pravizati","true","178"
"verb","प्रति-√गम्","प्रति-√गम्","1","parasmaipada","प्रतिगच्छति","Retornar","Regresar","Return","प्रतिगच्छत्","प्रतिगच्छेत्","प्रतिगच्छतु","प्रतिजगाम","प्रतिगत्य","प्रतिगन्तुम्","प्रतिगत","pratigachChati","pratigacchati","pratigacchati","true","179"
"verb","वि-√अस्","वि-√अस्","4","parasmaipada","व्यस्यति","Reunir, reunir","Recoger, juntar","Gather, gather","अव्यस्यत्","व्यस्येत्","व्यस्यतु","विव्यस्य","व्यस्यित्वा","व्यस्यितुम्","व्यस्त","vyasyati","vyasyati","vyasyati","true","180"
"verb","वि-√जि","वि-√जि","1","atmanepada","विजयते","Conquistar","Conquistar","Conquer","अविजयत","विजयेत","विजयताम्","विजिषे","विजित्य","विजितुम्","विजित","vijayate","vijayate","vijayate","true","181"
"verb","वि-√पद्","वि-√पद्","4","atmanepada","विपद्यते","Cair em desgraça","Caer en la desgracia","Fall into disgrace","अविपद्यत","विपद्येत","विपद्यताम्","विपपादे","विपदित्वा","विपदितुम्","विपन्न","vipadyate","vipadyate","vipadyate","true","182"
"verb","वि-√वद्","वि-√वद्","1","atmanepada","विवदते","Discordar, argumentar, discordar; estar em desacordo, em conflito, estar em oposição","Discordar, Discutir, Discrepar; Estar en desacuerdo, en conflicto, estar en oposición","Disagree, argue, disagree; be in disagreement, in conflict, be in opposition","अविवदत","विवदेत","विवदताम्","विविदे","विवदित्वा","विवदितुम्","विवदित","vivadate","vivadate","vivadate","true","183"
"verb","वि-√सद्","वि-√सद्","1","parasmaipada","विषीदति","Ficar triste, lamentar","Estar triste, Entristecerse","Be sad, grieve","अविषीदत्","विषीदेयात्","विषीदतु","विविशाद","विषीदित्वा","विषीदितुम्","विषीण्ण","viShIdati","viṣīdati","viSIdati","true","184"
"verb","वि-√स्मृ","वि-√स्मृ","1","parasmaipada","विस्मरति","Esquecer","Olvidar","Forget","अविस्मरत्","विस्मरेत्","विस्मरतु","विविस्मर","विस्मृत्य","विस्मर्तुम्","विस्मृत","vismarati","vismarati","vismarati","true","185"
"verb","सम्-√क्षिप्","सम्-√क्षिप्","6","parasmaipada","संक्षपति","Reduzir","Reducir","Reduce","असंक्षिपत्","संक्षिपेत्","संक्षिपतु","संसिक्षिप","संक्षिप्य","संक्षेप्तुम्","संक्षिप्त","saMkShapati","saṃkṣapati","saMkSapati","true","186"
"verb","सम्-√पद्","सम्-√पद्","4","atmanepada","सम्पद्यते","Prosperar","Prosperar","Prosper","असम्पद्यत","सम्पद्येत","सम्पद्यताम्","सम्पपादे","सम्पदित्वा","सम्पदितुम्","सम्पन्न","sampadyate","sampadyate","sampadyate","true","187"
